State,ZIP Code,Size of AGI,Number of Returns,Adjust Gross Income
CA,92264,2,2060,73980
CA,92264,3,1120,69125
CA,92264,4,760,65292
CA,92264,5,1150,159001
CA,92264,6,650,274194
CA,92268,1,80,897
CA,92268,2,50,1774
CA,92268,3,40,2679
CA,92268,4,30,2568
CA,92268,5,50,8184
CA,92268,6,0,0
CA,92270,1,2060,24138
CA,92270,2,1230,44956
CA,92270,3,920,56964
CA,92270,4,700,61480
CA,92270,5,1470,208329
CA,92270,6,1250,605228
CA,92273,1,340,4651
CA,92273,2,220,7763
CA,92273,3,90,5192
CA,92273,4,30,3487
CA,92273,5,0,0
CA,92273,6,0,0
CA,92274,1,3820,57790
CA,92274,2,2200,75831
CA,92274,3,500,29620
CA,92274,4,130,11382
CA,92274,5,100,12433
CA,92274,6,20,8041
CA,92275,1,210,3049
CA,92275,2,90,3030
CA,92275,3,50,3441
CA,92275,4,0,0
CA,92275,5,20,2812
CA,92275,6,0,0
CA,92276,1,1610,22117
CA,92276,2,970,34390
CA,92276,3,400,24062
CA,92276,4,190,16194
CA,92276,5,160,26312
CA,92276,6,0,0
CA,92277,1,3270,47117
CA,92277,2,2620,93826
CA,92277,3,1190,72241
CA,92277,4,620,53278
CA,92277,5,560,73508
CA,92277,6,50,14521
CA,92278,1,1010,15927
CA,92278,2,220,6572
CA,92278,3,20,1645
CA,92278,4,0,0
CA,92278,5,0,0
CA,92278,6,0,0
CA,92281,1,460,6301
CA,92281,2,230,7993
CA,92281,3,100,6079
CA,92281,4,40,3623
CA,92281,5,40,5638
CA,92281,6,0,0
CA,92282,1,170,2264
CA,92282,2,130,4797
CA,92282,3,60,3702
CA,92282,4,40,4304
CA,92282,5,0,0
CA,92282,6,0,0
CA,92283,1,550,8035
CA,92283,2,310,10878
CA,92283,3,90,5593
CA,92283,4,40,3444
CA,92283,5,0,0
CA,92283,6,0,0
CA,92284,1,3980,50614
CA,92284,2,2210,79585
CA,92284,3,1220,75404
CA,92284,4,770,65817
CA,92284,5,830,110213
CA,92284,6,120,35761
CA,92285,1,370,4509
CA,92285,2,160,5497
CA,92285,3,70,4020
CA,92285,4,30,2465
CA,92285,5,30,5096
CA,92285,6,0,0
CA,92301,1,6130,82266
CA,92301,2,3390,122180
CA,92301,3,1500,90881
CA,92301,4,590,50339
CA,92301,5,340,42291
CA,92301,6,20,9175
CA,92305,1,100,1133
CA,92305,2,50,2023
CA,92305,3,50,3339
CA,92305,4,30,2696
CA,92305,5,50,7726
CA,92305,6,0,0
CA,92307,1,6210,79196
CA,92307,2,3650,131905
CA,92307,3,2190,135138
CA,92307,4,1570,136288
CA,92307,5,2040,272368
CA,92307,6,370,129007
CA,92308,1,6410,82477
CA,92308,2,3680,132147
CA,92308,3,2250,138018
CA,92308,4,1380,118628
CA,92308,5,1720,229912
CA,92308,6,290,123265
CA,92309,1,140,2153
CA,92309,2,90,3196
CA,92309,3,40,2829
CA,92309,4,0,0
CA,92309,5,0,0
CA,92309,6,0,0
CA,92310,1,760,13530
CA,92310,2,1080,38965
CA,92310,3,480,29104
CA,92310,4,210,17869
CA,92310,5,150,19754
CA,92310,6,0,0
CA,92311,1,5550,73030
CA,92311,2,2780,100420
CA,92311,3,1650,101483
CA,92311,4,860,74378
CA,92311,5,800,102517
CA,92311,6,80,21228
CA,92313,1,1820,23738
CA,92313,2,1410,51183
CA,92313,3,930,56995
CA,92313,4,670,58037
CA,92313,5,820,108925
CA,92313,6,130,35861
CA,92314,1,1560,19975
CA,92314,2,890,31845
CA,92314,3,520,32717
CA,92314,4,300,25936
CA,92314,5,390,51734
CA,92314,6,70,19334
CA,92315,1,1390,17690
CA,92315,2,780,27667
CA,92315,3,380,22714
CA,92315,4,240,20168
CA,92315,5,360,49189
CA,92315,6,140,48344
CA,92316,1,6260,87323
CA,92316,2,4300,152257
CA,92316,3,1760,107079
CA,92316,4,780,66523
CA,92316,5,530,66392
CA,92316,6,50,17205
CA,92320,1,1400,17673
CA,92320,2,960,35201
CA,92320,3,630,39042
CA,92320,4,470,41400
CA,92320,5,620,82751
CA,92320,6,90,31162
CA,92321,1,260,3205
CA,92321,2,140,4660
CA,92321,3,70,4233
CA,92321,4,40,3517
CA,92321,5,90,15883
CA,92321,6,0,0
CA,92322,1,100,1270
CA,92322,2,50,2073
CA,92322,3,40,2381
CA,92322,4,30,2209
CA,92322,5,30,3999
CA,92322,6,0,0
CA,92324,1,10850,148778
CA,92324,2,7690,274442
CA,92324,3,3320,202135
CA,92324,4,1480,126660
CA,92324,5,1250,162262
CA,92324,6,220,81181
CA,92325,1,1690,20462
CA,92325,2,1000,36131
CA,92325,3,680,42070
CA,92325,4,470,40561
CA,92325,5,540,71903
CA,92325,6,80,24959
CA,92327,1,90,1182
CA,92327,2,40,1669
CA,92327,3,30,1931
CA,92327,4,20,1913
CA,92327,5,0,0
CA,92327,6,0,0
CA,92328,1,80,1450
CA,92328,2,60,2288
CA,92328,3,30,1997
CA,92328,4,20,1888
CA,92328,5,0,0
CA,92328,6,0,0
CA,92333,1,90,982
CA,92333,2,50,1591
CA,92333,3,20,1425
CA,92333,4,30,2434
CA,92333,5,40,7812
CA,92333,6,0,0
CA,92335,1,18780,264887
CA,92335,2,13310,471638
CA,92335,3,4860,295098
CA,92335,4,1960,167599
CA,92335,5,1110,138805
CA,92335,6,70,23217
CA,92336,1,14380,187652
CA,92336,2,9600,346750
CA,92336,3,5660,349167
CA,92336,4,4360,379047
CA,92336,5,6680,892375
CA,92336,6,860,229834
CA,92337,1,6150,83737
CA,92337,2,4630,167477
CA,92337,3,2690,165520
CA,92337,4,1720,148251
CA,92337,5,1430,182505
CA,92337,6,110,42325
CA,92339,1,150,1668
CA,92339,2,110,4116
CA,92339,3,80,4873
CA,92339,4,60,5239
CA,92339,5,100,15331
CA,92339,6,0,0
CA,92341,1,60,823
CA,92341,2,20,849
CA,92341,3,40,2970
CA,92341,4,0,0
CA,92341,5,20,3072
CA,92341,6,0,0
CA,92342,1,800,10046
CA,92342,2,540,19991
CA,92342,3,510,31690
CA,92342,4,370,31404
CA,92342,5,430,57212
CA,92342,6,50,16406
CA,92344,1,3040,38958
CA,92344,2,1900,69344
CA,92344,3,1270,77409
CA,92344,4,900,78012
CA,92344,5,1230,162364
CA,92344,6,170,59151
CA,92345,1,13790,181686
CA,92345,2,8030,287890
CA,92345,3,4250,260104
CA,92345,4,2410,207881
CA,92345,5,2170,279927
CA,92345,6,190,60793
CA,92346,1,9360,123272
CA,92346,2,5920,212875
CA,92346,3,3260,199864
CA,92346,4,2190,189934
CA,92346,5,3270,444528
CA,92346,6,760,374585
CA,92347,1,110,1567
CA,92347,2,60,2040
CA,92347,3,30,1795
CA,92347,4,30,3522
CA,92347,5,0,0
CA,92347,6,0,0
CA,92352,1,720,8663
CA,92352,2,390,14405
CA,92352,3,280,17065
CA,92352,4,220,19108
CA,92352,5,440,61555
CA,92352,6,140,48844
CA,92354,1,3200,40273
CA,92354,2,2220,79651
CA,92354,3,1390,84614
CA,92354,4,980,84931
CA,92354,5,1400,193007
CA,92354,6,470,230199
CA,92356,1,910,11357
CA,92356,2,480,17325
CA,92356,3,230,14014
CA,92356,4,130,11033
CA,92356,5,100,14108
CA,92356,6,0,0
CA,92358,1,130,1592
CA,92358,2,70,2726
CA,92358,3,70,4054
CA,92358,4,40,3609
CA,92358,5,40,6379
CA,92358,6,0,0
CA,92359,1,1420,18467
CA,92359,2,970,35306
CA,92359,3,540,32799
CA,92359,4,390,33958
CA,92359,5,450,59496
CA,92359,6,50,14507
CA,92363,1,890,11149
CA,92363,2,420,14512
CA,92363,3,170,10582
CA,92363,4,120,10566
CA,92363,5,140,18661
CA,92363,6,20,6849
CA,92365,1,320,4174
CA,92365,2,160,5529
CA,92365,3,80,5098
CA,92365,4,50,4592
CA,92365,5,50,7330
CA,92365,6,0,0
CA,92368,1,140,1850
CA,92368,2,70,2464
CA,92368,3,50,2805
CA,92368,4,40,3535
CA,92368,5,0,0
CA,92368,6,0,0
CA,92371,1,1550,19507
CA,92371,2,920,33081
CA,92371,3,520,32311
CA,92371,4,300,25974
CA,92371,5,390,49976
CA,92371,6,40,12332
CA,92372,1,720,9107
CA,92372,2,450,16222
CA,92372,3,290,18007
CA,92372,4,230,19763
CA,92372,5,250,33177
CA,92372,6,30,9722
CA,92373,1,4190,51708
CA,92373,2,2960,108488
CA,92373,3,2220,136927
CA,92373,4,1710,147974
CA,92373,5,2890,404358
CA,92373,6,1590,716737
CA,92374,1,6360,81810
CA,92374,2,4030,145914
CA,92374,3,2530,156235
CA,92374,4,1800,156278
CA,92374,5,2540,344735
CA,92374,6,630,238188
CA,92376,1,15790,218485
CA,92376,2,11260,401774
CA,92376,3,4750,288511
CA,92376,4,2070,177799
CA,92376,5,1230,151952
CA,92376,6,60,17810
CA,92377,1,3490,46159
CA,92377,2,2560,92973
CA,92377,3,1620,100291
CA,92377,4,1110,96252
CA,92377,5,1210,156554
CA,92377,6,100,37246
CA,92378,1,100,1300
CA,92378,2,80,2871
CA,92378,3,40,2511
CA,92378,4,20,1975
CA,92378,5,50,9316
CA,92378,6,0,0
CA,92382,1,800,10002
CA,92382,2,530,19610
CA,92382,3,370,22536
CA,92382,4,240,20983
CA,92382,5,370,49970
CA,92382,6,60,16753
CA,92385,1,80,1023
CA,92385,2,50,1929
CA,92385,3,40,2185
CA,92385,4,30,2275
CA,92385,5,40,6439
CA,92385,6,0,0
CA,92386,1,450,5428
CA,92386,2,230,8198
CA,92386,3,120,7224
CA,92386,4,60,5523
CA,92386,5,60,9591
CA,92386,6,0,0
CA,92391,1,350,4327
CA,92391,2,190,6869
CA,92391,3,110,6752
CA,92391,4,70,6274
CA,92391,5,130,21003
CA,92391,6,0,0
CA,92392,1,9660,128246
CA,92392,2,5800,209236
CA,92392,3,3320,204090
CA,92392,4,1940,167056
CA,92392,5,1730,224835
CA,92392,6,160,42261
CA,92394,1,5890,78450
CA,92394,2,3280,118252
CA,92394,3,1800,109572
CA,92394,4,920,79096
CA,92394,5,730,92738
CA,92394,6,50,16823
CA,92395,1,7660,101433
CA,92395,2,4110,147812
CA,92395,3,2040,124814
CA,92395,4,1100,94544
CA,92395,5,1160,153785
CA,92395,6,220,75764
CA,92397,1,670,7832
CA,92397,2,440,16666
CA,92397,3,350,21561
CA,92397,4,340,29228
CA,92397,5,510,68104
CA,92397,6,100,30991
CA,92398,1,200,2734
CA,92398,2,160,5584
CA,92398,3,90,5673
CA,92398,4,60,4997
CA,92398,5,40,5066
CA,92398,6,0,0
CA,92399,1,8180,103390
CA,92399,2,5020,182809
CA,92399,3,3140,193125
CA,92399,4,2280,198342
CA,92399,5,3860,523991
CA,92399,6,920,300318
CA,92401,1,450,5951
CA,92401,2,170,5836
CA,92401,3,50,4809
CA,92401,4,0,0
CA,92401,5,0,0
CA,92401,6,0,0
CA,92404,1,11520,156548
CA,92404,2,6980,247953
CA,92404,3,2790,169188
CA,92404,4,1320,113105
CA,92404,5,1040,133705
CA,92404,6,120,58304
CA,92405,1,5920,80892
CA,92405,2,3600,128207
CA,92405,3,1450,88017
CA,92405,4,590,50389
CA,92405,5,380,48101
CA,92405,6,20,10311
CA,92407,1,10160,134199
CA,92407,2,6750,241455
CA,92407,3,3380,207472
CA,92407,4,2180,188185
CA,92407,5,2530,334621
CA,92407,6,260,74331
CA,92408,1,2650,35997
CA,92408,2,1510,53011
CA,92408,3,560,33921
CA,92408,4,230,19633
CA,92408,5,220,27941
CA,92408,6,40,18804
CA,92410,1,10370,143756
CA,92410,2,5650,196915
CA,92410,3,1570,94202
CA,92410,4,470,39943
CA,92410,5,240,31553
CA,92410,6,0,0
CA,92411,1,5670,78556
CA,92411,2,3300,115834
CA,92411,3,950,56933
CA,92411,4,280,23608
CA,92411,5,150,19368
CA,92411,6,0,0
CA,92501,1,3550,48219
CA,92501,2,2530,91052
CA,92501,3,1270,77720
CA,92501,4,680,58512
CA,92501,5,610,80720
CA,92501,6,110,40163
CA,92503,1,14230,192187
CA,92503,2,10150,364613
CA,92503,3,5340,328110
CA,92503,4,3030,261460
CA,92503,5,3920,526080
CA,92503,6,860,277384
CA,92504,1,8850,119655
CA,92504,2,6410,231075
CA,92504,3,3410,208316
CA,92504,4,1970,169779
CA,92504,5,2130,285049
CA,92504,6,560,211756
CA,92505,1,8450,113546
CA,92505,2,6020,216662
CA,92505,3,3080,187820
CA,92505,4,1680,144391
CA,92505,5,1670,217690
CA,92505,6,190,62197
CA,92506,1,5900,75340
CA,92506,2,4100,150362
CA,92506,3,2730,168925
CA,92506,4,2280,198564
CA,92506,5,3970,551450
CA,92506,6,1650,724394
CA,92507,1,9160,124671
CA,92507,2,6140,218513
CA,92507,3,2660,161790
CA,92507,4,1380,118737
CA,92507,5,1590,212766
CA,92507,6,300,115333
CA,92508,1,4540,55850
CA,92508,2,2710,98240
CA,92508,3,1820,112905
CA,92508,4,1650,143912
CA,92508,5,3480,482873
CA,92508,6,840,255927
CA,92509,1,13000,179184
CA,92509,2,9410,335529
CA,92509,3,4430,270807
CA,92509,4,2360,204268
CA,92509,5,2410,314254
CA,92509,6,260,78674
CA,92518,1,100,1267
CA,92518,2,110,3910
CA,92518,3,100,6099
CA,92518,4,90,7763
CA,92518,5,130,16966
CA,92518,6,30,7900
CA,92530,1,8610,116112
CA,92530,2,5830,210237
CA,92530,3,3020,185399
CA,92530,4,1910,165065
CA,92530,5,1980,258163
CA,92530,6,210,69267
CA,92532,1,2990,37834
CA,92532,2,2070,75545
CA,92532,3,1570,97507
CA,92532,4,1300,113217
CA,92532,5,1950,258655
CA,92532,6,240,69899
CA,92536,1,500,6426
CA,92536,2,310,11398
CA,92536,3,210,13084
CA,92536,4,150,13135
CA,92536,5,170,21961
CA,92536,6,30,9714
CA,92539,1,680,8729
CA,92539,2,390,13677
CA,92539,3,220,13433
CA,92539,4,110,9101
CA,92539,5,140,21387
CA,92539,6,0,0
CA,92543,1,6910,92812
CA,92543,2,3730,131311
CA,92543,3,1270,76656
CA,92543,4,520,44441
CA,92543,5,390,51066
CA,92543,6,80,35375
CA,92544,1,7850,102884
CA,92544,2,4830,172653
CA,92544,3,2340,143147
CA,92544,4,1360,117258
CA,92544,5,1430,189405
CA,92544,6,280,133462
CA,92545,1,6810,88357
CA,92545,2,4410,158096
CA,92545,3,2540,155917
CA,92545,4,1400,119992
CA,92545,5,1280,162458
CA,92545,6,150,48920
CA,92548,1,1210,16293
CA,92548,2,770,27503
CA,92548,3,300,18376
CA,92548,4,140,12046
CA,92548,5,110,18571
CA,92548,6,0,0
CA,92549,1,720,8304
CA,92549,2,420,15030
CA,92549,3,260,15821
CA,92549,4,190,16710
CA,92549,5,290,37986
CA,92549,6,60,19989
CA,92551,1,5660,76670
CA,92551,2,4040,144259
CA,92551,3,1960,119555
CA,92551,4,990,85278
CA,92551,5,680,85800
CA,92551,6,40,10384
CA,92553,1,14040,193347
CA,92553,2,9450,334557
CA,92553,3,3920,238251
CA,92553,4,1620,138746
CA,92553,5,1020,128293
CA,92553,6,50,13916
CA,92555,1,6000,78487
CA,92555,2,4210,152577
CA,92555,3,2670,164858
CA,92555,4,1830,157869
CA,92555,5,2300,303239
CA,92555,6,270,77496
CA,92557,1,8610,115505
CA,92557,2,6020,216614
CA,92557,3,3340,205786
CA,92557,4,2150,184775
CA,92557,5,2100,273069
CA,92557,6,210,63560
CA,92561,1,200,2322
CA,92561,2,120,4369
CA,92561,3,70,4586
CA,92561,4,70,5634
CA,92561,5,100,13656
CA,92561,6,40,13029
CA,92562,1,8450,105325
CA,92562,2,5370,194990
CA,92562,3,3580,221753
CA,92562,4,2740,238128
CA,92562,5,5150,707206
CA,92562,6,1580,617896
CA,92563,1,8460,105689
CA,92563,2,5700,209216
CA,92563,3,4020,249801
CA,92563,4,3340,290004
CA,92563,5,5320,718929
CA,92563,6,810,249429
CA,92567,1,1690,22491
CA,92567,2,1010,35730
CA,92567,3,540,33062
CA,92567,4,350,29840
CA,92567,5,370,47941
CA,92567,6,50,12345
CA,92570,1,9370,128507
CA,92570,2,6020,211989
CA,92570,3,2450,148588
CA,92570,4,1200,103064
CA,92570,5,1150,152525
CA,92570,6,190,60020
CA,92571,1,9180,126145
CA,92571,2,6810,242864
CA,92571,3,3260,199574
CA,92571,4,1650,141995
CA,92571,5,1170,146066
CA,92571,6,50,27727
CA,92582,1,2570,34682
CA,92582,2,1890,67999
CA,92582,3,1120,69295
CA,92582,4,690,59485
CA,92582,5,590,75597
CA,92582,6,50,14978
CA,92583,1,5560,75369
CA,92583,2,3340,117787
CA,92583,3,1540,93687
CA,92583,4,690,59154
CA,92583,5,550,70278
CA,92583,6,40,10919
CA,92584,1,6050,76810
CA,92584,2,4170,152211
CA,92584,3,3190,197242
CA,92584,4,2670,232390
CA,92584,5,3710,495092
CA,92584,6,440,128113
CA,92585,1,3060,40469
CA,92585,2,2120,76964
CA,92585,3,1420,87884
CA,92585,4,1060,91730
CA,92585,5,1290,169386
CA,92585,6,150,40279
CA,92586,1,4030,50421
CA,92586,2,2560,92509
CA,92586,3,1560,95694
CA,92586,4,820,71010
CA,92586,5,740,94575
CA,92586,6,70,18363
CA,92587,1,2480,31736
CA,92587,2,1520,55043
CA,92587,3,990,61190
CA,92587,4,800,69187
CA,92587,5,1380,188671
CA,92587,6,360,124343
CA,92590,1,760,10165
CA,92590,2,530,18604
CA,92590,3,210,12929
CA,92590,4,130,11150
CA,92590,5,230,32027
CA,92590,6,180,132020
CA,92591,1,5490,69737
CA,92591,2,3830,139660
CA,92591,3,2380,146727
CA,92591,4,1920,166160
CA,92591,5,3170,432936
CA,92591,6,860,285987
CA,92592,1,9230,111092
CA,92592,2,5810,213176
CA,92592,3,4230,261943
CA,92592,4,3630,316571
CA,92592,5,7290,1001108
CA,92592,6,2400,826753
CA,92595,1,5170,67761
CA,92595,2,3460,125299
CA,92595,3,2110,130401
CA,92595,4,1570,135988
CA,92595,5,2000,266328
CA,92595,6,300,91575
CA,92596,1,3120,39227
CA,92596,2,2040,74556
CA,92596,3,1620,100615
CA,92596,4,1440,125241
CA,92596,5,2240,300708
CA,92596,6,330,123462
CA,92602,1,2580,28325
CA,92602,2,1660,61350
CA,92602,3,1320,81682
CA,92602,4,1130,98214
CA,92602,5,2520,358708
CA,92602,6,1740,744268
CA,92603,1,1740,18887
CA,92603,2,1150,42422
CA,92603,3,890,55327
CA,92603,4,800,69810
CA,92603,5,1870,266164
CA,92603,6,2180,1691661
CA,92604,1,3520,40102
CA,92604,2,2190,79943
CA,92604,3,1560,96595
CA,92604,4,1410,122353
CA,92604,5,2770,384479
CA,92604,6,1200,420655
CA,92606,1,2760,32224
CA,92606,2,1710,62742
CA,92606,3,1230,75998
CA,92606,4,1010,88108
CA,92606,5,2010,283642
CA,92606,6,950,409786
CA,92610,1,1290,13837
CA,92610,2,770,28258
CA,92610,3,570,35202
CA,92610,4,570,50079
CA,92610,5,1520,215883
CA,92610,6,790,262730
CA,92612,1,3370,38151
CA,92612,2,2020,74343
CA,92612,3,1470,91052
CA,92612,4,1190,103643
CA,92612,5,2230,311470
CA,92612,6,1190,848735
CA,92614,1,3270,37620
CA,92614,2,2080,76035
CA,92614,3,1650,102584
CA,92614,4,1330,115969
CA,92614,5,2570,355991
CA,92614,6,1210,562512
CA,92617,1,1120,13590
CA,92617,2,680,23372
CA,92617,3,260,15826
CA,92617,4,220,19185
CA,92617,5,530,76601
CA,92617,6,460,240644
CA,92618,1,3570,40138
CA,92618,2,2490,91656
CA,92618,3,2280,142144
CA,92618,4,1930,168043
CA,92618,5,4360,621773
CA,92618,6,2590,1179571
CA,92620,1,5720,64842
CA,92620,2,3620,133724
CA,92620,3,2810,173701
CA,92620,4,2240,195083
CA,92620,5,5330,758164
CA,92620,6,3690,1368355
CA,92624,1,1160,13895
CA,92624,2,770,28158
CA,92624,3,490,30036
CA,92624,4,330,28862
CA,92624,5,650,90496
CA,92624,6,380,156221
CA,92625,1,1210,13119
CA,92625,2,760,27682
CA,92625,3,590,36868
CA,92625,4,500,43943
CA,92625,5,1290,184533
CA,92625,6,2120,2343696
CA,92626,1,7380,92671
CA,92626,2,5600,204699
CA,92626,3,3690,227298
CA,92626,4,2380,206802
CA,92626,5,3980,547301
CA,92626,6,1550,807719
CA,92627,1,10380,137737
CA,92627,2,7820,282386
CA,92627,3,4030,246224
CA,92627,4,2410,208144
CA,92627,5,3550,488736
CA,92627,6,1580,583466
CA,92629,1,3860,45465
CA,92629,2,2450,90341
CA,92629,3,1760,108574
CA,92629,4,1370,119654
CA,92629,5,2710,381937
CA,92629,6,1870,1068041
CA,92630,1,9250,114640
CA,92630,2,6630,240945
CA,92630,3,4210,260268
CA,92630,4,3090,268727
CA,92630,5,6220,868486
CA,92630,6,2230,750974
CA,92637,1,3580,42935
CA,92637,2,2080,76803
CA,92637,3,1600,98807
CA,92637,4,1000,86838
CA,92637,5,1320,176610
CA,92637,6,310,103241
CA,92646,1,7810,90499
CA,92646,2,4960,181906
CA,92646,3,3640,226506
CA,92646,4,2980,259207
CA,92646,5,6510,919358
CA,92646,6,2860,952317
CA,92647,1,9500,121779
CA,92647,2,6480,234136
CA,92647,3,3760,232125
CA,92647,4,2620,226955
CA,92647,5,4770,665484
CA,92647,6,1400,500562
CA,92648,1,6130,73143
CA,92648,2,4290,158371
CA,92648,3,3180,196706
CA,92648,4,2460,213128
CA,92648,5,4460,626207
CA,92648,6,3100,1500259
CA,92649,1,4410,52961
CA,92649,2,3080,113663
CA,92649,3,2380,147086
CA,92649,4,1850,161243
CA,92649,5,3740,522178
CA,92649,6,2240,1133862
CA,92651,1,2990,32389
CA,92651,2,1660,61380
CA,92651,3,1250,77649
CA,92651,4,1030,89253
CA,92651,5,2220,316613
CA,92651,6,2840,3001341
CA,92653,1,4490,53586
CA,92653,2,2860,104866
CA,92653,3,1820,111932
CA,92653,4,1360,117764
CA,92653,5,2720,378452
CA,92653,6,1770,1013155
CA,92655,1,2020,25884
CA,92655,2,1050,37201
CA,92655,3,430,26198
CA,92655,4,220,18831
CA,92655,5,180,22947
CA,92655,6,20,6323
CA,92656,1,6160,71206
CA,92656,2,4170,154450
CA,92656,3,3310,205820
CA,92656,4,2790,242770
CA,92656,5,5860,816924
CA,92656,6,2560,1013289
CA,92657,1,880,8507
CA,92657,2,430,16053
CA,92657,3,350,21698
CA,92657,4,220,19218
CA,92657,5,830,120812
CA,92657,6,1800,2624203
CA,92660,1,3880,41129
CA,92660,2,2330,86647
CA,92660,3,1890,117426
CA,92660,4,1480,128335
CA,92660,5,3310,474269
CA,92660,6,4510,3991571
CA,92661,1,450,5160
CA,92661,2,310,11704
CA,92661,3,240,14496
CA,92661,4,190,16099
CA,92661,5,320,44961
CA,92661,6,330,350759
CA,92662,1,370,3905
CA,92662,2,210,8025
CA,92662,3,190,11567
CA,92662,4,140,12433
CA,92662,5,280,38595
CA,92662,6,310,253881
CA,92663,1,2660,31475
CA,92663,2,1950,72172
CA,92663,3,1570,96800
CA,92663,4,1030,89284
CA,92663,5,1780,250979
CA,92663,6,1800,1371507
CA,92672,1,5300,65846
CA,92672,2,3930,143037
CA,92672,3,2410,148347
CA,92672,4,1590,138962
CA,92672,5,3000,422721
CA,92672,6,1860,1043678
CA,92673,1,3200,34871
CA,92673,2,1760,64122
CA,92673,3,1200,74744
CA,92673,4,1020,88103
CA,92673,5,3050,444854
CA,92673,6,2970,1495087
CA,92675,1,5570,70100
CA,92675,2,3760,134331
CA,92675,3,1790,109681
CA,92675,4,1250,108745
CA,92675,5,2360,327879
CA,92675,6,2020,1377727
CA,92676,1,290,3318
CA,92676,2,170,6142
CA,92676,3,130,7822
CA,92676,4,110,9448
CA,92676,5,200,28321
CA,92676,6,130,55650
CA,92677,1,8530,97493
CA,92677,2,5150,187636
CA,92677,3,3590,222207
CA,92677,4,2930,255298
CA,92677,5,6580,930146
CA,92677,6,4830,2258608
CA,92678,1,100,1364
CA,92678,2,50,1936
CA,92678,3,40,2211
CA,92678,4,30,3027
CA,92678,5,80,15855
CA,92678,6,0,0
CA,92679,1,3640,37020
CA,92679,2,1670,61723
CA,92679,3,1260,78161
CA,92679,4,1160,101344
CA,92679,5,3410,496264
CA,92679,6,3670,2019495
CA,92683,1,18390,228419
CA,92683,2,10490,376636
CA,92683,3,5210,320038
CA,92683,4,3110,269232
CA,92683,5,4490,607654
CA,92683,6,930,291941
CA,92688,1,5490,63611
CA,92688,2,3520,128721
CA,92688,3,2710,167560
CA,92688,4,2210,192873
CA,92688,5,5200,734234
CA,92688,6,2030,690515
CA,92691,1,7020,82866
CA,92691,2,4380,159651
CA,92691,3,2920,180192
CA,92691,4,2440,212567
CA,92691,5,5310,746719
CA,92691,6,1840,567168
CA,92692,1,6250,72591
CA,92692,2,3810,139353
CA,92692,3,2670,165688
CA,92692,4,2330,203268
CA,92692,5,5470,776148
CA,92692,6,2900,1277528
CA,92694,1,2180,22539
CA,92694,2,1190,43784
CA,92694,3,970,60327
CA,92694,4,1020,89295
CA,92694,5,3230,469497
CA,92694,6,2870,1306817
CA,92701,1,9580,139011
CA,92701,2,7270,254558
CA,92701,3,2130,128355
CA,92701,4,830,71145
CA,92701,5,600,76800
CA,92701,6,90,54710
CA,92703,1,13550,190320
CA,92703,2,9450,330262
CA,92703,3,2970,178791
CA,92703,4,1090,93036
CA,92703,5,690,86570
CA,92703,6,60,19439
CA,92704,1,16820,234890
CA,92704,2,12710,450490
CA,92704,3,4990,302068
CA,92704,4,2250,193180
CA,92704,5,1930,250165
CA,92704,6,300,141218
CA,92705,1,6600,83244
CA,92705,2,4640,167532
CA,92705,3,2480,152330
CA,92705,4,1530,132967
CA,92705,5,3300,468536
CA,92705,6,2840,1513701
CA,92706,1,6290,87196
CA,92706,2,4620,165025
CA,92706,3,1890,115520
CA,92706,4,1090,94450
CA,92706,5,1570,214990
CA,92706,6,490,197955
CA,92707,1,11170,159159
CA,92707,2,9410,333652
CA,92707,3,3630,219991
CA,92707,4,1620,139295
CA,92707,5,1290,167806
CA,92707,6,200,84048
CA,92708,1,8650,103082
CA,92708,2,5370,196257
CA,92708,3,3600,222842
CA,92708,4,2830,246485
CA,92708,5,5270,734225
CA,92708,6,1870,628654
CA,92780,1,9340,125251
CA,92780,2,7320,263991
CA,92780,3,3800,232907
CA,92780,4,2080,179919
CA,92780,5,3120,426398
CA,92780,6,880,303145
CA,92782,1,2830,32248
CA,92782,2,1990,74083
CA,92782,3,1670,104007
CA,92782,4,1460,127207
CA,92782,5,2940,414010
CA,92782,6,1960,889403
CA,92801,1,12140,167687
CA,92801,2,8760,311534
CA,92801,3,3610,219763
CA,92801,4,1760,151805
CA,92801,5,1640,213484
CA,92801,6,200,67312
CA,92802,1,7780,109020
CA,92802,2,5640,199065
CA,92802,3,2250,137301
CA,92802,4,1110,95925
CA,92802,5,1200,157355
CA,92802,6,200,75453
CA,92804,1,15980,214329
CA,92804,2,11130,398475
CA,92804,3,5020,307452
CA,92804,4,2710,234232
CA,92804,5,2880,379857
CA,92804,6,360,107882
CA,92805,1,13180,185998
CA,92805,2,10230,363323
CA,92805,3,4150,252103
CA,92805,4,2140,184471
CA,92805,5,2110,274928
CA,92805,6,250,77745
CA,92806,1,6640,90662
CA,92806,2,5210,187239
CA,92806,3,2690,164412
CA,92806,4,1480,128103
CA,92806,5,2080,280045
CA,92806,6,310,102778
CA,92807,1,4790,57674
CA,92807,2,3130,114556
CA,92807,3,2210,136439
CA,92807,4,1890,164333
CA,92807,5,4080,573383
CA,92807,6,1780,847204
CA,92808,1,2310,25140
CA,92808,2,1330,49490
CA,92808,3,1150,70816
CA,92808,4,970,84864
CA,92808,5,2500,355355
CA,92808,6,1360,550026
CA,92821,1,5380,65585
CA,92821,2,3750,137461
