State,ZIP Code,Size of AGI,Number of Returns,Adjust Gross Income
NJ,07423,1,380,3364
NJ,07423,2,170,6364
NJ,07423,3,160,9968
NJ,07423,4,130,11014
NJ,07423,5,420,62644
NJ,07423,6,650,437858
NJ,07424,1,3690,44375
NJ,07424,2,2640,97175
NJ,07424,3,2020,124371
NJ,07424,4,1370,118179
NJ,07424,5,2350,320775
NJ,07424,6,740,266150
NJ,07430,1,3070,32171
NJ,07430,2,1920,71548
NJ,07430,3,1680,104042
NJ,07430,4,1300,112798
NJ,07430,5,2830,398570
NJ,07430,6,1860,916519
NJ,07432,1,900,9588
NJ,07432,2,570,20934
NJ,07432,3,470,29131
NJ,07432,4,380,33107
NJ,07432,5,900,127516
NJ,07432,6,370,132074
NJ,07435,1,330,3488
NJ,07435,2,190,6990
NJ,07435,3,160,10111
NJ,07435,4,150,12934
NJ,07435,5,300,43168
NJ,07435,6,120,53894
NJ,07436,1,1510,14789
NJ,07436,2,770,28732
NJ,07436,3,660,40958
NJ,07436,4,590,51487
NJ,07436,5,1740,249912
NJ,07436,6,890,314843
NJ,07438,1,1470,15752
NJ,07438,2,890,33048
NJ,07438,3,730,45563
NJ,07438,4,600,52301
NJ,07438,5,1500,208246
NJ,07438,6,410,124471
NJ,07439,1,320,3508
NJ,07439,2,270,9684
NJ,07439,3,200,12179
NJ,07439,4,150,12637
NJ,07439,5,240,32661
NJ,07439,6,30,5753
NJ,07440,1,660,6828
NJ,07440,2,400,14788
NJ,07440,3,280,17331
NJ,07440,4,250,21481
NJ,07440,5,540,75778
NJ,07440,6,170,50924
NJ,07442,1,1540,17054
NJ,07442,2,1050,38856
NJ,07442,3,920,56927
NJ,07442,4,660,57386
NJ,07442,5,1230,168959
NJ,07442,6,250,73017
NJ,07444,1,1460,15175
NJ,07444,2,930,34426
NJ,07444,3,880,54415
NJ,07444,4,690,59549
NJ,07444,5,1420,199758
NJ,07444,6,640,255523
NJ,07446,1,1830,17811
NJ,07446,2,930,34462
NJ,07446,3,800,49359
NJ,07446,4,650,56528
NJ,07446,5,1710,247320
NJ,07446,6,1580,823631
NJ,07450,1,2450,22511
NJ,07450,2,1060,39242
NJ,07450,3,910,56095
NJ,07450,4,750,65774
NJ,07450,5,2270,332424
NJ,07450,6,3530,2189959
NJ,07452,1,1110,9942
NJ,07452,2,500,18739
NJ,07452,3,430,26755
NJ,07452,4,370,31849
NJ,07452,5,1310,193626
NJ,07452,6,1650,680332
NJ,07456,1,1370,14342
NJ,07456,2,850,31499
NJ,07456,3,790,49468
NJ,07456,4,660,57255
NJ,07456,5,1590,222835
NJ,07456,6,620,214223
NJ,07457,1,510,5764
NJ,07457,2,430,15944
NJ,07457,3,430,26904
NJ,07457,4,310,26705
NJ,07457,5,530,72004
NJ,07457,6,130,37594
NJ,07458,1,1330,11770
NJ,07458,2,560,20717
NJ,07458,3,410,25283
NJ,07458,4,320,27370
NJ,07458,5,920,133420
NJ,07458,6,1950,1928131
NJ,07460,1,400,4334
NJ,07460,2,270,9772
NJ,07460,3,270,16587
NJ,07460,4,240,20690
NJ,07460,5,380,52672
NJ,07460,6,90,24952
NJ,07461,1,2830,32408
NJ,07461,2,1790,65830
NJ,07461,3,1290,80343
NJ,07461,4,1010,87708
NJ,07461,5,1820,248723
NJ,07461,6,330,107226
NJ,07462,1,1070,12399
NJ,07462,2,740,27141
NJ,07462,3,570,34746
NJ,07462,4,390,33344
NJ,07462,5,540,71450
NJ,07462,6,100,30245
NJ,07463,1,1120,11809
NJ,07463,2,700,25686
NJ,07463,3,580,36276
NJ,07463,4,480,41517
NJ,07463,5,1370,192728
NJ,07463,6,500,150219
NJ,07465,1,820,9162
NJ,07465,2,560,20873
NJ,07465,3,490,30437
NJ,07465,4,450,39614
NJ,07465,5,820,111997
NJ,07465,6,200,64546
NJ,07470,1,6460,67124
NJ,07470,2,3830,142370
NJ,07470,3,3130,194641
NJ,07470,4,2610,227476
NJ,07470,5,6100,868148
NJ,07470,6,3440,1389442
NJ,07480,1,2100,23137
NJ,07480,2,1270,47607
NJ,07480,3,1200,74090
NJ,07480,4,950,82715
NJ,07480,5,1850,254845
NJ,07480,6,480,165848
NJ,07481,1,1860,16448
NJ,07481,2,770,28963
NJ,07481,3,700,43297
NJ,07481,4,610,53292
NJ,07481,5,1690,244960
NJ,07481,6,2290,1404773
NJ,07501,1,9300,123626
NJ,07501,2,4310,148213
NJ,07501,3,1030,61532
NJ,07501,4,320,27236
NJ,07501,5,230,28177
NJ,07501,6,20,6631
NJ,07502,1,3630,48609
NJ,07502,2,2360,82882
NJ,07502,3,910,55539
NJ,07502,4,420,35589
NJ,07502,5,370,46460
NJ,07502,6,40,9611
NJ,07503,1,4680,62008
NJ,07503,2,2710,95572
NJ,07503,3,920,55771
NJ,07503,4,340,29014
NJ,07503,5,260,32130
NJ,07503,6,20,8804
NJ,07504,1,3410,46084
NJ,07504,2,2110,74380
NJ,07504,3,730,43958
NJ,07504,4,310,26232
NJ,07504,5,260,33407
NJ,07504,6,20,6996
NJ,07505,1,700,9073
NJ,07505,2,320,11257
NJ,07505,3,80,5003
NJ,07505,4,40,3694
NJ,07505,5,0,0
NJ,07505,6,0,0
NJ,07506,1,2870,33174
NJ,07506,2,2090,77806
NJ,07506,3,1570,96958
NJ,07506,4,1070,92803
NJ,07506,5,1810,247640
NJ,07506,6,450,156844
NJ,07508,1,4330,53262
NJ,07508,2,2900,105797
NJ,07508,3,1580,96498
NJ,07508,4,950,81873
NJ,07508,5,1470,202499
NJ,07508,6,510,174237
NJ,07512,1,1510,17712
NJ,07512,2,1060,39183
NJ,07512,3,880,54277
NJ,07512,4,590,51310
NJ,07512,5,1050,142598
NJ,07512,6,320,124252
NJ,07513,1,3390,46693
NJ,07513,2,2010,70367
NJ,07513,3,570,34074
NJ,07513,4,150,12585
NJ,07513,5,80,10231
NJ,07513,6,0,0
NJ,07514,1,4800,65444
NJ,07514,2,2940,103561
NJ,07514,3,930,56570
NJ,07514,4,350,29480
NJ,07514,5,280,36920
NJ,07514,6,0,0
NJ,07522,1,5790,75907
NJ,07522,2,2870,99411
NJ,07522,3,810,48745
NJ,07522,4,240,20364
NJ,07522,5,120,15151
NJ,07522,6,0,0
NJ,07524,1,3750,50193
NJ,07524,2,1990,69339
NJ,07524,3,460,27113
NJ,07524,4,150,12571
NJ,07524,5,80,10381
NJ,07524,6,0,0
NJ,07601,1,8070,101138
NJ,07601,2,5790,212218
NJ,07601,3,3780,232295
NJ,07601,4,2240,193025
NJ,07601,5,2670,358276
NJ,07601,6,540,197881
NJ,07603,1,1420,17262
NJ,07603,2,980,35656
NJ,07603,3,660,40179
NJ,07603,4,510,44173
NJ,07603,5,670,90042
NJ,07603,6,120,32777
NJ,07604,1,1630,18004
NJ,07604,2,1190,44348
NJ,07604,3,880,54302
NJ,07604,4,660,58105
NJ,07604,5,1380,194783
NJ,07604,6,430,137785
NJ,07605,1,1240,14539
NJ,07605,2,720,26309
NJ,07605,3,530,32488
NJ,07605,4,390,33908
NJ,07605,5,840,117438
NJ,07605,6,530,198766
NJ,07606,1,510,6531
NJ,07606,2,380,13975
NJ,07606,3,230,14485
NJ,07606,4,100,8829
NJ,07606,5,140,18866
NJ,07606,6,30,13626
NJ,07607,1,1320,15438
NJ,07607,2,900,33347
NJ,07607,3,830,51528
NJ,07607,4,560,49045
NJ,07607,5,1080,149641
NJ,07607,6,280,101039
NJ,07620,1,190,2004
NJ,07620,2,110,3972
NJ,07620,3,90,5129
NJ,07620,4,70,5659
NJ,07620,5,130,18455
NJ,07620,6,290,563451
NJ,07621,1,4320,50256
NJ,07621,2,2810,102220
NJ,07621,3,1940,119105
NJ,07621,4,1390,120356
NJ,07621,5,2510,344186
NJ,07621,6,690,253205
NJ,07624,1,1030,10187
NJ,07624,2,530,19802
NJ,07624,3,420,25812
NJ,07624,4,340,29256
NJ,07624,5,810,114524
NJ,07624,6,800,508577
NJ,07626,1,950,9643
NJ,07626,2,540,19590
NJ,07626,3,440,27070
NJ,07626,4,400,34416
NJ,07626,5,840,120786
NJ,07626,6,780,541327
NJ,07627,1,520,4700
NJ,07627,2,250,9237
NJ,07627,3,200,12732
NJ,07627,4,150,12909
NJ,07627,5,460,65858
NJ,07627,6,660,428191
NJ,07628,1,2470,27323
NJ,07628,2,1590,59416
NJ,07628,3,1300,80502
NJ,07628,4,960,83718
NJ,07628,5,2030,281812
NJ,07628,6,400,118733
NJ,07630,1,870,8637
NJ,07630,2,480,17723
NJ,07630,3,430,26986
NJ,07630,4,350,30227
NJ,07630,5,930,131663
NJ,07630,6,480,166942
NJ,07631,1,4810,57190
NJ,07631,2,3150,113302
NJ,07631,3,1850,113378
NJ,07631,4,1170,101260
NJ,07631,5,1820,251028
NJ,07631,6,1320,1333411
NJ,07632,1,540,5064
NJ,07632,2,300,11137
NJ,07632,3,240,14610
NJ,07632,4,240,20425
NJ,07632,5,510,73345
NJ,07632,6,790,564697
NJ,07640,1,510,4758
NJ,07640,2,240,8996
NJ,07640,3,230,14044
NJ,07640,4,190,16673
NJ,07640,5,560,81021
NJ,07640,6,490,210190
NJ,07641,1,370,3164
NJ,07641,2,170,6118
NJ,07641,3,150,9139
NJ,07641,4,130,11129
NJ,07641,5,340,50428
NJ,07641,6,480,222771
NJ,07642,1,1310,12242
NJ,07642,2,590,22157
NJ,07642,3,500,30765
NJ,07642,4,420,36812
NJ,07642,5,1310,190652
NJ,07642,6,840,297113
NJ,07643,1,1840,22414
NJ,07643,2,1300,48251
NJ,07643,3,930,57730
NJ,07643,4,540,46836
NJ,07643,5,670,88593
NJ,07643,6,110,44500
NJ,07644,1,4710,58505
NJ,07644,2,3550,130146
NJ,07644,3,2100,128388
NJ,07644,4,1100,95042
NJ,07644,5,1120,145892
NJ,07644,6,150,46539
NJ,07645,1,960,8992
NJ,07645,2,530,20045
NJ,07645,3,450,28190
NJ,07645,4,370,32825
NJ,07645,5,990,143119
NJ,07645,6,890,418731
NJ,07646,1,2220,24080
NJ,07646,2,1650,61682
NJ,07646,3,1350,83648
NJ,07646,4,980,85024
NJ,07646,5,1820,252733
NJ,07646,6,530,169435
NJ,07647,1,700,7598
NJ,07647,2,390,14502
NJ,07647,3,320,19677
NJ,07647,4,230,19719
NJ,07647,5,550,77383
NJ,07647,6,200,98937
NJ,07648,1,660,7088
NJ,07648,2,430,15978
NJ,07648,3,320,19862
NJ,07648,4,230,20432
NJ,07648,5,570,81461
NJ,07648,6,430,247077
NJ,07649,1,830,8181
NJ,07649,2,470,17388
NJ,07649,3,400,24478
NJ,07649,4,320,28151
NJ,07649,5,950,139160
NJ,07649,6,940,402002
NJ,07650,1,3920,45953
NJ,07650,2,2130,77579
NJ,07650,3,1220,74859
NJ,07650,4,660,56801
NJ,07650,5,950,129667
NJ,07650,6,320,103795
NJ,07652,1,3300,34913
NJ,07652,2,2010,74684
NJ,07652,3,1610,99482
NJ,07652,4,1260,110234
NJ,07652,5,2900,412774
NJ,07652,6,1680,673021
NJ,07656,1,1100,11619
NJ,07656,2,610,22444
NJ,07656,3,490,30481
NJ,07656,4,420,36390
NJ,07656,5,1110,157968
NJ,07656,6,710,298881
NJ,07657,1,1910,23271
NJ,07657,2,1190,43519
NJ,07657,3,780,47800
NJ,07657,4,540,46552
NJ,07657,5,760,102901
NJ,07657,6,230,72769
NJ,07660,1,2130,26009
NJ,07660,2,1570,58353
NJ,07660,3,1070,65881
NJ,07660,4,690,59320
NJ,07660,5,1020,137935
NJ,07660,6,260,84374
NJ,07661,1,1300,13402
NJ,07661,2,800,29407
NJ,07661,3,660,40697
NJ,07661,4,560,48697
NJ,07661,5,1430,207160
NJ,07661,6,740,255607
NJ,07662,1,830,9754
NJ,07662,2,600,21872
NJ,07662,3,500,30876
NJ,07662,4,370,32156
NJ,07662,5,600,81690
NJ,07662,6,120,35203
NJ,07663,1,1990,22890
NJ,07663,2,1600,59779
NJ,07663,3,1160,71799
NJ,07663,4,920,79855
NJ,07663,5,1490,200471
NJ,07663,6,300,94530
NJ,07666,1,5570,61667
NJ,07666,2,3300,122505
NJ,07666,3,2550,157575
NJ,07666,4,1940,169155
NJ,07666,5,3780,527132
NJ,07666,6,2230,1144985
NJ,07670,1,1550,14472
NJ,07670,2,640,23489
NJ,07670,3,570,35362
NJ,07670,4,420,36940
NJ,07670,5,1120,160607
NJ,07670,6,2010,1601773
NJ,07675,1,3320,33219
NJ,07675,2,1830,68258
NJ,07675,3,1490,92407
NJ,07675,4,1250,107955
NJ,07675,5,3040,434652
NJ,07675,6,2270,1058635
NJ,07676,1,1070,10460
NJ,07676,2,610,22593
NJ,07676,3,540,33802
NJ,07676,4,500,43538
NJ,07676,5,1290,184328
NJ,07676,6,670,261451
NJ,07677,1,700,6779
NJ,07677,2,290,10805
NJ,07677,3,260,15889
NJ,07677,4,200,17399
NJ,07677,5,560,83354
NJ,07677,6,990,563076
NJ,07701,1,3760,44475
NJ,07701,2,2330,85523
NJ,07701,3,1650,102748
NJ,07701,4,1180,102697
NJ,07701,5,2290,322522
NJ,07701,6,1280,586753
NJ,07702,1,500,4628
NJ,07702,2,220,8373
NJ,07702,3,210,12721
NJ,07702,4,160,14018
NJ,07702,5,520,74722
NJ,07702,6,430,200345
NJ,07704,1,730,5818
NJ,07704,2,220,8096
NJ,07704,3,200,12021
NJ,07704,4,190,16367
NJ,07704,5,560,81940
NJ,07704,6,890,529881
NJ,07711,1,210,2043
NJ,07711,2,140,5063
NJ,07711,3,110,6589
NJ,07711,4,80,6475
NJ,07711,5,170,24364
NJ,07711,6,120,57784
NJ,07712,1,7170,88091
NJ,07712,2,4580,165595
NJ,07712,3,2580,157916
NJ,07712,4,1710,148395
NJ,07712,5,2890,402485
NJ,07712,6,1390,610691
NJ,07716,1,1180,13283
NJ,07716,2,740,27485
NJ,07716,3,590,36701
NJ,07716,4,410,35765
NJ,07716,5,860,121969
NJ,07716,6,550,249568
NJ,07717,1,270,2852
NJ,07717,2,200,7268
NJ,07717,3,190,11582
NJ,07717,4,100,8640
NJ,07717,5,190,26521
NJ,07717,6,140,82214
NJ,07718,1,890,10044
NJ,07718,2,570,21459
NJ,07718,3,440,27294
NJ,07718,4,370,32257
NJ,07718,5,740,101963
NJ,07718,6,150,41709
NJ,07719,1,3560,39528
NJ,07719,2,2170,79862
NJ,07719,3,1600,99125
NJ,07719,4,1220,105619
NJ,07719,5,2150,297962
NJ,07719,6,1050,468913
NJ,07720,1,700,8788
NJ,07720,2,620,23167
NJ,07720,3,370,22687
NJ,07720,4,210,18361
NJ,07720,5,300,40102
NJ,07720,6,130,43082
NJ,07721,1,490,6078
NJ,07721,2,380,14053
NJ,07721,3,280,17254
NJ,07721,4,180,15770
NJ,07721,5,280,37193
NJ,07721,6,40,15338
NJ,07722,1,1330,12076
NJ,07722,2,580,21335
NJ,07722,3,470,28873
NJ,07722,4,350,30416
NJ,07722,5,900,132377
NJ,07722,6,1310,1002728
NJ,07723,1,120,1491
NJ,07723,2,80,2893
NJ,07723,3,60,3444
NJ,07723,4,30,2514
NJ,07723,5,60,7974
NJ,07723,6,60,57535
NJ,07724,1,3570,41812
NJ,07724,2,2440,88460
NJ,07724,3,1710,105504
NJ,07724,4,1080,94062
NJ,07724,5,2150,298543
NJ,07724,6,890,330316
NJ,07726,1,6090,62953
NJ,07726,2,3320,121618
NJ,07726,3,2490,154731
NJ,07726,4,2010,175218
NJ,07726,5,5230,745983
NJ,07726,6,2900,1112543
NJ,07727,1,1110,12431
NJ,07727,2,730,26816
NJ,07727,3,530,32258
NJ,07727,4,360,31493
NJ,07727,5,790,110312
NJ,07727,6,400,148076
NJ,07728,1,8860,97904
NJ,07728,2,4710,171237
NJ,07728,3,3270,201630
NJ,07728,4,2380,206976
NJ,07728,5,5370,756433
NJ,07728,6,2590,992610
NJ,07730,1,2490,27818
NJ,07730,2,1510,54924
NJ,07730,3,1170,72274
NJ,07730,4,980,85311
NJ,07730,5,2090,290515
NJ,07730,6,480,133058
NJ,07731,1,6020,66094
NJ,07731,2,3360,123207
NJ,07731,3,2470,152649
NJ,07731,4,2110,184063
NJ,07731,5,4570,629825
NJ,07731,6,1050,374724
NJ,07732,1,700,8545
NJ,07732,2,510,18742
NJ,07732,3,400,24621
NJ,07732,4,280,23706
NJ,07732,5,390,53028
NJ,07732,6,170,56147
NJ,07733,1,1800,17240
NJ,07733,2,890,32763
NJ,07733,3,700,43065
NJ,07733,4,580,50527
NJ,07733,5,1660,238560
NJ,07733,6,2120,1320236
NJ,07734,1,2170,26954
NJ,07734,2,1350,48888
NJ,07734,3,810,49916
NJ,07734,4,520,45005
NJ,07734,5,630,82841
NJ,07734,6,60,15340
NJ,07735,1,3030,37059
NJ,07735,2,2090,76203
NJ,07735,3,1490,92430
NJ,07735,4,1070,92812
NJ,07735,5,1500,197946
NJ,07735,6,180,53383
NJ,07737,1,640,7048
NJ,07737,2,340,12517
NJ,07737,3,290,17672
NJ,07737,4,230,20161
NJ,07737,5,430,60149
NJ,07737,6,170,66565
NJ,07738,1,800,7566
NJ,07738,2,290,10607
NJ,07738,3,250,15669
NJ,07738,4,220,18794
NJ,07738,5,770,112756
NJ,07738,6,650,278971
NJ,07739,1,720,6446
NJ,07739,2,310,11287
NJ,07739,3,250,15854
NJ,07739,4,220,19105
NJ,07739,5,710,102800
NJ,07739,6,810,429359
NJ,07740,1,5780,70556
NJ,07740,2,3310,117915
NJ,07740,3,1700,104099
NJ,07740,4,950,82222
NJ,07740,5,1330,181646
NJ,07740,6,500,242844
NJ,07746,1,2290,21389
NJ,07746,2,1020,37394
NJ,07746,3,850,52504
NJ,07746,4,770,67058
NJ,07746,5,2210,320306
NJ,07746,6,1830,786224
NJ,07747,1,4240,46529
NJ,07747,2,2570,95136
NJ,07747,3,2210,136900
NJ,07747,4,1690,146244
NJ,07747,5,3710,523346
NJ,07747,6,1350,475781
NJ,07748,1,3710,37700
NJ,07748,2,2000,74209
NJ,07748,3,1730,107133
NJ,07748,4,1340,116696
NJ,07748,5,3320,470482
NJ,07748,6,1820,648165
NJ,07750,1,430,4172
NJ,07750,2,210,7653
NJ,07750,3,210,13094
NJ,07750,4,170,14928
NJ,07750,5,350,49491
NJ,07750,6,400,218164
NJ,07751,1,2540,24465
NJ,07751,2,1230,45357
NJ,07751,3,880,54861
NJ,07751,4,770,66781
NJ,07751,5,2310,332847
NJ,07751,6,1890,851149
NJ,07753,1,6890,84355
NJ,07753,2,4710,171745
NJ,07753,3,3140,193357
NJ,07753,4,2120,183695
NJ,07753,5,2950,398150
NJ,07753,6,590,182227
NJ,07755,1,970,10403
NJ,07755,2,520,19026
NJ,07755,3,360,22545
NJ,07755,4,340,29251
NJ,07755,5,690,95645
NJ,07755,6,250,160457
NJ,07756,1,520,6653
NJ,07756,2,380,13926
NJ,07756,3,260,15932
NJ,07756,4,150,13200
NJ,07756,5,250,33707
NJ,07756,6,110,44748
NJ,07757,1,810,8084
NJ,07757,2,430,16156
NJ,07757,3,370,23050
NJ,07757,4,270,23253
NJ,07757,5,630,90142
NJ,07757,6,370,165239
NJ,07758,1,700,8224
NJ,07758,2,410,15036
NJ,07758,3,350,21595
NJ,07758,4,270,23909
NJ,07758,5,550,75309
NJ,07758,6,140,43557
NJ,07760,1,1160,9846
NJ,07760,2,510,19096
NJ,07760,3,390,24151
NJ,07760,4,320,27412
NJ,07760,5,740,105606
NJ,07760,6,1470,1355737
NJ,07762,1,1340,13926
NJ,07762,2,800,29263
NJ,07762,3,690,42946
NJ,07762,4,470,41097
NJ,07762,5,870,121910
NJ,07762,6,630,357990
NJ,07764,1,1010,10966
NJ,07764,2,540,19747
NJ,07764,3,440,26913
NJ,07764,4,350,30499
NJ,07764,5,710,99109
NJ,07764,6,330,136460
NJ,07801,1,5160,67206
NJ,07801,2,3490,125063
NJ,07801,3,1620,98666
NJ,07801,4,900,77282
NJ,07801,5,1140,154639
NJ,07801,6,190,52235
NJ,07803,1,560,6636
NJ,07803,2,430,15799
NJ,07803,3,340,21347
NJ,07803,4,270,23606
NJ,07803,5,390,52739
NJ,07803,6,50,13085
NJ,07820,1,30,416
NJ,07820,2,20,831
NJ,07820,3,20,1556
NJ,07820,4,0,0
NJ,07820,5,30,5577
NJ,07820,6,0,0
NJ,07821,1,1110,11967
NJ,07821,2,690,25578
NJ,07821,3,570,35817
NJ,07821,4,460,40177
NJ,07821,5,1070,148906
NJ,07821,6,420,142926
NJ,07822,1,160,1782
NJ,07822,2,80,2767
NJ,07822,3,70,4488
NJ,07822,4,50,4680
NJ,07822,5,130,17773
NJ,07822,6,40,14903
NJ,07823,1,1160,13423
NJ,07823,2,770,28289
NJ,07823,3,540,33677
NJ,07823,4,430,36915
NJ,07823,5,630,84184
NJ,07823,6,100,31123
NJ,07825,1,1210,13616
NJ,07825,2,800,29485
NJ,07825,3,610,37809
NJ,07825,4,550,48124
NJ,07825,5,1050,144906
NJ,07825,6,270,110526
NJ,07826,1,820,9424
NJ,07826,2,600,22186
NJ,07826,3,460,28754
NJ,07826,4,380,32775
NJ,07826,5,640,86051
NJ,07826,6,130,52152
NJ,07827,1,580,6781
NJ,07827,2,390,14448
NJ,07827,3,310,19074
NJ,07827,4,220,18986
NJ,07827,5,280,37003
NJ,07827,6,50,14425
NJ,07828,1,1840,21924
NJ,07828,2,1540,57437
NJ,07828,3,1080,66702
NJ,07828,4,690,59964
NJ,07828,5,1230,169864
NJ,07828,6,380,120808
NJ,07830,1,740,7324
NJ,07830,2,390,14350
NJ,07830,3,330,20308
NJ,07830,4,290,25616
NJ,07830,5,700,101445
NJ,07830,6,680,419285
NJ,07832,1,580,6449
NJ,07832,2,310,11250
NJ,07832,3,270,16586
NJ,07832,4,190,16755
NJ,07832,5,410,57353
NJ,07832,6,90,31603
NJ,07834,1,2070,21323
NJ,07834,2,1300,48491
NJ,07834,3,1200,74448
NJ,07834,4,1000,87430
NJ,07834,5,2320,325235
NJ,07834,6,1310,520566
NJ,07836,1,1450,14987
NJ,07836,2,920,34496
NJ,07836,3,720,44585
NJ,07836,4,580,50202
NJ,07836,5,1370,194792
NJ,07836,6,740,270336
NJ,07838,1,500,5711
NJ,07838,2,290,10480
NJ,07838,3,220,13491
NJ,07838,4,190,16489
NJ,07838,5,400,55088
NJ,07838,6,100,28837
NJ,07840,1,4170,47637
NJ,07840,2,3040,111478
NJ,07840,3,2150,133111
NJ,07840,4,1590,138180
NJ,07840,5,3060,422785
NJ,07840,6,940,303885
NJ,07843,1,1630,19628
NJ,07843,2,1250,46321
NJ,07843,3,1020,63065
NJ,07843,4,750,65569
NJ,07843,5,1080,142298
NJ,07843,6,170,63926
NJ,07847,1,260,3117
NJ,07847,2,200,7327
NJ,07847,3,160,9921
NJ,07847,4,110,9502
NJ,07847,5,160,21063
NJ,07847,6,30,14314
NJ,07848,1,670,6947
NJ,07848,2,420,15430
NJ,07848,3,340,21340
NJ,07848,4,200,17773
NJ,07848,5,430,59394
NJ,07848,6,170,66798
NJ,07849,1,1090,11944
NJ,07849,2,800,29458
NJ,07849,3,660,40716
NJ,07849,4,480,41978
NJ,07849,5,1000,137930
NJ,07849,6,340,113986
NJ,07850,1,990,11353
NJ,07850,2,660,24161
NJ,07850,3,530,32545
NJ,07850,4,410,35381
NJ,07850,5,650,88302
NJ,07850,6,100,36408
NJ,07851,1,50,626
NJ,07851,2,40,1335
NJ,07851,3,30,2037
NJ,07851,4,20,2027
NJ,07851,5,50,8231
NJ,07851,6,0,0
NJ,07852,1,610,6361
NJ,07852,2,320,11572
NJ,07852,3,240,14744
NJ,07852,4,210,17826
NJ,07852,5,410,58932
NJ,07852,6,200,63811
NJ,07853,1,1480,13212
NJ,07853,2,660,24697
NJ,07853,3,550,34116
NJ,07853,4,490,43029
NJ,07853,5,1630,236746
NJ,07853,6,1240,528579
NJ,07856,1,580,7089
NJ,07856,2,470,17445
NJ,07856,3,480,29911
NJ,07856,4,340,29050
NJ,07856,5,560,77162
NJ,07856,6,150,49885
NJ,07857,1,600,7639
NJ,07857,2,450,16334
NJ,07857,3,290,17941
NJ,07857,4,180,15168
NJ,07857,5,190,24820
NJ,07857,6,20,6775
NJ,07860,1,3520,39360
NJ,07860,2,2310,84585
NJ,07860,3,1730,106945
NJ,07860,4,1390,121381
NJ,07860,5,2470,337786
NJ,07860,6,600,237595
NJ,07863,1,620,7383
NJ,07863,2,380,14178
NJ,07863,3,320,19884
NJ,07863,4,260,22409
NJ,07863,5,400,52552
NJ,07863,6,60,18606
NJ,07865,1,310,3532
NJ,07865,2,240,9083
NJ,07865,3,180,11314
NJ,07865,4,150,13012
NJ,07865,5,260,34501
NJ,07865,6,110,36415
NJ,07866,1,2930,32407
NJ,07866,2,1980,73175
NJ,07866,3,1500,93252
NJ,07866,4,1320,115154
NJ,07866,5,2910,405739
NJ,07866,6,870,295146
NJ,07869,1,2940,29886
NJ,07869,2,1600,59454
NJ,07869,3,1340,83182
NJ,07869,4,1090,94758
NJ,07869,5,2770,399374
NJ,07869,6,2490,1077081
NJ,07871,1,2490,23466
NJ,07871,2,1170,42988
NJ,07871,3,1050,65436
NJ,07871,4,900,78693
NJ,07871,5,2570,367590
NJ,07871,6,1680,695345
NJ,07874,1,1270,14677
NJ,07874,2,860,31898
NJ,07874,3,720,44679
NJ,07874,4,530,46288
NJ,07874,5,1000,136325
NJ,07874,6,170,49560
NJ,07876,1,1340,14159
NJ,07876,2,730,26812
NJ,07876,3,660,41441
NJ,07876,4,600,52461
NJ,07876,5,1470,207227
NJ,07876,6,530,166962
NJ,07878,1,130,1448
NJ,07878,2,80,3099
NJ,07878,3,90,5303
NJ,07878,4,80,6695
NJ,07878,5,130,18066
NJ,07878,6,30,9119
NJ,07880,1,30,433
NJ,07880,2,30,878
NJ,07880,3,30,1996
NJ,07880,4,0,0
NJ,07880,5,20,2897
NJ,07880,6,0,0
NJ,07882,1,2170,25368
NJ,07882,2,1450,53092
NJ,07882,3,1070,65628
NJ,07882,4,740,64225
NJ,07882,5,1380,188901
NJ,07882,6,320,98944
NJ,07885,1,1850,22700
NJ,07885,2,1390,50884
NJ,07885,3,870,53642
NJ,07885,4,660,57000
NJ,07885,5,1070,144468
NJ,07885,6,190,56559
NJ,07901,1,2620,24861
NJ,07901,2,1320,48271
NJ,07901,3,1020,63079
NJ,07901,4,800,69294
NJ,07901,5,1730,250886
NJ,07901,6,3310,2778872
NJ,07920,1,2950,25885
NJ,07920,2,1260,47072
NJ,07920,3,1310,81716
NJ,07920,4,1050,91241
NJ,07920,5,2780,401986
NJ,07920,6,3760,2113144
NJ,07921,1,830,9373
NJ,07921,2,680,25741
NJ,07921,3,680,41944
NJ,07921,4,520,45066
NJ,07921,5,1110,154956
NJ,07921,6,600,290932
NJ,07922,1,1320,12050
NJ,07922,2,640,23913
NJ,07922,3,560,34641
NJ,07922,4,470,40960
NJ,07922,5,1390,203664
NJ,07922,6,1510,646952
NJ,07924,1,930,9519
NJ,07924,2,450,16527
NJ,07924,3,330,20424
NJ,07924,4,250,21876
NJ,07924,5,630,91264
NJ,07924,6,1010,990364
NJ,07926,1,110,1204
NJ,07926,2,40,1348
NJ,07926,3,30,2028
NJ,07926,4,40,3188
NJ,07926,5,90,13225
NJ,07926,6,130,61346
NJ,07927,1,500,5494
NJ,07927,2,310,11262
NJ,07927,3,280,17717
NJ,07927,4,210,18281
NJ,07927,5,530,74983
NJ,07927,6,250,92015
NJ,07928,1,1920,17018
NJ,07928,2,800,29607
NJ,07928,3,700,43341
NJ,07928,4,640,55350
NJ,07928,5,1670,243608
NJ,07928,6,3160,2020842
NJ,07930,1,1100,10177
NJ,07930,2,430,16139
NJ,07930,3,340,20734
NJ,07930,4,250,21893
NJ,07930,5,840,121239
NJ,07930,6,1160,676687
NJ,07931,1,440,3889
